Number,Short Description,AI Generated Category,Confidence Score
"IM1144224","WPS -  can login to WPS portal, but after entering Sponsor SSN, it says there was an unexpected erro","Application Function Issue","80"
"IM1092861","Sound and Chat","Hardware","75"
"IM1144275","Citrix - User is unable to login to Citrix after windows update.","Access Authentication Failure","95"
"IM1149020","sound settings for system","Hardware","90"
"IM1144304","Authenticator app does not provide a sign-in request. Also unable to login with using a verification","Access Authentication Failure","85"
"IM1152469","Speaker seems to have died","Hardware","95"
"IM1144363","OKTA - User needs OKTA reset for intlsos and aspire domain as old phone one was damaged","Password Reset","95"
"IM1073655","Speakers not working","Hardware","95"
"IM1144368","Citrix: Unable to login to VDI - cannot complete request to enter VDI","Access Authentication Failure","80"
"IM1144380","OKTA - Unable to login to the laptop - Left phone in home","Access Authentication Failure","95"
"IM1144392","Microsoft Teams:I'm not able to login and work on teams","Access Authentication Failure","90"
"IM1144408","Please reset the password for sifa.aihupa@internationalsos.com","Password Reset","95"
"IM1144438","Need assistance to unlock this account.","Access Authentication Failure","85"
"IM1144444","Account locked out need assistance.","Access Authentication Failure","90"
"IM1144456","Citrix:can not login","Access Authentication Failure","80"
"IM1144459","Password reset : Password reset for  Marika.McCabe@internationalsos.com","Password Reset","100"
"IM1144460","okta :  okta reset candice.anderson@internationalsos.com","Password Reset","100"
"IM1144527","VDI - Unable to login to VDI - getting error as cannot start desktop","Access Authentication Failure","100"
"IM1144556","Citrix: account locked","Access Authentication Failure","100"
"IM1144632","Unable to login to Laptop","Access Authentication Failure","100"
"IM1144639","account unlock : account unlock for Abdessamad Dani","Access Grant Request","100"
"IM1144656","TOP VDI|| Unable to login to VDI","Password Reset","95"
"IM1144691","Others:Okta Reset Kristie.Welch@medaire.com","Password Reset","95"
"IM1144870","OKTA - reset OKTA MFA","Password Reset","95"
"IM1144875","Unable to change my okta and VDI password.Kindly help on priority","Password Reset","95"
"IM1144945","Okta - reset as changed phone","Password Reset","95"
"IM1144959","PC/Notebook - User needs assistance with password reset. Error: Your intlsos password has expired.","Password Reset","95"
"IM1121839","SSRT/AHSS Reports error","Service/Process Failure","85"
"IM1145076","BitLocker Recovery Key. User need BitLocker recovery key ID.","Password Reset","95"
"IM1145171","Laptop - unable to login - incorrect username or password","Access Authentication Failure","90"
"IM1145179","Citrix:Citrix account is locked","Access Authentication Failure","90"
"IM1145283","Newcase - Unable to login due to synchronization issue","Access Authentication Failure","85"
"IM1156675","status change","Service/Process Failure","70"
"IM1145561","Password reset: MS user james.vallery@ms.internationalsos.com","Password Reset","95"
"IM1145611","OKTA reset : christine.pacano@internationalsos.com","Password Reset","95"
"IM1145624","Active Directory - Unable to access the system - Password Reset.","Password Reset","95"
"IM1145875","SPIN: Unable to login to SPIN with both corporate and top account : Redirecting to login page","Access Authentication Failure","85"
"IM1145884","Laptop: Unable to login to laptop: Incorrect password","Password Reset","90"
"IM1145907","OKTA: OKTA MFA Reset: NA","Password Reset","80"
"IM1145976","Unable to login - Asking for offline Totp","Access Authentication Failure","75"
"IM1146096","Account Unlock","Access Authentication Failure","95"
"IM1130957","status changed to technical issue.","Access Authentication Failure","85"
"IM1154003","Storage: Free disc space, user not able to download all the documents.","Application Function Issue","90"
"IM1082659","subscription to an online service","Access Grant Request","75"
"IM1146163","Account  locked","Access Authentication Failure","90"
"IM1146265","BitLocker Recovery Key: Need BitLocker Recovery Key","Access Authentication Failure","80"
"IM1146339","OKTA - Tech MFA need to configured in the Mobile - Unable to login","Access Authentication Failure","70"
"IM1146408","Account locked and password reset","Password Reset","95"
"IM1146452","Account temporarily locked error when attempting to sign in to Citrix VDI","Access Authentication Failure","85"
"IM1146498","Account locked out unable to sign-in to Zscaler and okta.","Access Authentication Failure","85"
"IM1146551","Unable to login : Abdulmuhaimin Khafaji","Access Authentication Failure","70"
"IM1146559","Automatic reply: IM1146551--Unable to login : Abdulmuhaimin Khafaji","Access Authentication Failure","70"
"IM1146581","OKTA Reset","Password Reset","90"
"IM1128925","Sumeet Mooklall is and ex-employee of the FP&A team. He is currently working for a 3 month contract ","Employee Offboarding","95"
"IM1146582","OKTA - User needs okta reset for shynimol.nirmalan@internationalsos.com.","Password Reset","95"
"IM1146621","PC - User is unable to login to the system with the new password.","Access Authentication Failure","85"
"IM1146627","PC - User is unable to login to the system with the correct password.","Access Authentication Failure","90"
"IM1146633","Unable to access NewCase after password reset.","Password Reset","80"
"IM1146635","TOP ACCOUNT UNLOCK","Password Reset","95"
"IM1146668","PC - User is unable to login to laptop as user is unable to enter the password.","Access Authentication Failure","85"
"IM1146734","Others:Im unable to login into my ADP could you help me to reset my password","Password Reset","90"
"IM1146738","Laptop - Need Bitlocker recovery key","Hardware","80"
"IM1146743","BitLocker recovery key: User wanted BitLocker recovery key to login","Password Reset","90"
"IM1146763","PC - User is unable to login to the system due to multiple login failure attempts. Error : Account i","Access Authentication Failure","95"
"IM1146803","ID was deleted as an accident:Invalid credentials","Access Authentication Failure","85"
"IM1146858","Okta - Need to reset okta to login to laptop - Not getting push notification","Password Reset","90"
"IM1146875","Zscaler - unable to install - admin password not working","Access Authentication Failure","80"
"IM1146934","okta : okta reset for Silvia Perez chusho","Password Reset","95"
"IM1146953","top : account unlock","Access Authentication Failure","90"
"IM1147023","account locked/ password reset","Password Reset","100"
"IM1147096","Password Reset Request for CyberArk Portal for user pandurang.bhagat","Password Reset","100"
"IM1147117","Okta - Okta Reset","Password Reset","100"
"IM1147311","Password expired","Password Reset","100"
"IM1156679","SUN CLOUD: getting error while trying to post a journal in entity code "IGC"","Application Function Issue","100"
"IM1138163","SUN CLOUD:Hello","Application Function Issue","100"
"IM1135754","SUN CLOUD:Help to upgrade infor Q&A","Application Function Issue","100"
"IM1147454","Active Directory - User needs a password reset for intlsos domain account.","Password Reset","95"
"IM1147488","Okta reset : User wanted Okta reset for aspire account","Password Reset","90"
"IM1147541","VDI: unable to log into VDI: Account locked","Access Authentication Failure","85"
"IM1147578","user forgot the password-password change","Password Reset","90"
"IM1116265","SUN CLOUD:unable to log in","Access Authentication Failure","80"
"IM1147615","Spin : User was facing login issue with Spin","Access Authentication Failure","80"
"IM1123588","SUN CLOUD:why May26 invoice AMYE260111 flow to period 10 (which is for Apr26)","Password Reset","95"
"IM1147742","Citrix - Unable to login to VDI - Getting error as cannot complete request","Access Authentication Failure","90"
"IM1147769","OKTA - Need to reset OKTA - unable to authenticate okta","Access Authentication Failure","90"
"IM1147963","PC/NOTEBOOK  - Unable to login to device - account has been locked out","Access Authentication Failure","95"
"IM1147971","Active Directory - Reset the password for izolino.elias@ms.internationalsos.com","Password Reset","95"
"IM1148302","Account Locked : wade.chan@internationalsos.com","Password Reset","95"
"IM1148350","Password : User was unable to reset password through SSPR","Password Reset","90"
"IM1148365","Citrix : User trying to attempt to do password reset and temporarily account locked out.","Password Reset","85"
"IM1148429","User unable to change the password as expired","Password Reset","90"
"IM1148498","Citrix: Unable to login to VDI : Fetal error during installation","Application Function Issue","80"
"IM1148517","user need okta reset: new mobile phone","Password Reset","85"
"IM1148526","User's Okta and password  is not working","Password Reset","95"
"IM1140169","Suncloud - Infor QA deleted","Access Authentication Failure","85"
"IM1136882","Suncloud - update of Infor Query","Application Function Issue","80"
"IM1083572","Sunita's mailto: links are not working","Access Authentication Failure","90"
"IM1148584","OKTA - User needs okta reset because factory reset was done for user's device.","Password Reset","95"
"IM1148677","Citrix:locked out","Access Authentication Failure","95"
"IM1148718","Tricare VDI Logon Issue - account locked","Access Authentication Failure","95"
"IM1148851","OKtA password reset for my ISOS account","Password Reset","95"
"IM1159801","Surname is incorrectly written. Last name should be Ramdawor and not Ramdowar","Security Violation","85"
"IM1148929","PC/NOTEBOOK : Unable to login","Access Authentication Failure","90"
"IM1148998","Account locked : maricruz.rivera@medaire.com","Access Authentication Failure","90"
