Number,Short Description,AI Generated Category,Confidence Score
"INC3932491","Local printer to be installed on PC for printing","Hardware","90"
"INC3932479","Please reopen INC3910290 (One Drive Issue) and INC3894256 (OneDrive does not accept too long search ","Service/Process Failure","80"
"INC3932430","Unable to access to the Zscaler","Network","70"
"INC3932401","Unable to install the application from Company portal","Application Function Issue","85"
"INC3932395","speaker is not working","Hardware","95"
"INC3932376","IN my workstation  -267 , LAN cable issue.. If I connect the LAN cable my laptop not working whereas","Network","85"
"INC3932330","Need to reset my INS account password","Password Reset","95"
"INC3932264","Mouse scroll button is not Working","Hardware","90"
"INC3931830","Sharepoint User Display Name is Jumbled with Upper case and lower case","Application Function Issue","80"
"INC3931603","New Employee, need login credentials for accessing the machine.","Employee Onboarding","95"
"INC3931345","Low disk space (C drive)","Service/Process Failure","85"
"INC3931321","My second monitors blinking.","Hardware","80"
"INC3931143","AutoCAD License error","Application Function Issue","90"
"INC3931065","One Drive shortcut keeps getting deleted","Application Function Issue","85"
"INC3930992","cannot access my workday","Access Authentication Failure","75"
"INC3930973","this snapshot keeps  pop up when I try to install teams or use the account","Service/Process Failure","80"
"INC3930947","Requesting to increase mailbox size","Access Grant Request","95"
"INC3930930","HEIF and HEVC Image Extensions required to access project site photos","Application Function Issue","85"
"INC3930913","PIRS not working","Hardware","90"
"INC3930892","Extended monitor display issue","Hardware","85"
"INC3930653","Unable to access Oracle application for Timesheet submission","Application Function Issue","95"
"INC3930457","Work iPhone - Passcode Error","Password Reset","80"
"INC3929918","Account unlock","Access Authentication Failure","75"
"INC3929901","Printer","Hardware","95"
"INC3929794","I am trying to install a new printer via windows 11-1st message send on 12/11","Hardware","90"
"INC3929668","This is regarding the One drive SYNC issue","Service/Process Failure","85"
"INC3929608","Autocad LT is already uninstalled, and Autocad 2024 is installed, but sitll files are not opening in","Application Function Issue","85"
"INC3929602","Important: Account due to be disabled","Access Revoke","80"
"INC3929507","User need password reset for the new joiner","Password Reset","95"
"INC3929396","Some of my laptop keys are not working properly","Hardware","90"
"INC3929142","Oracle Access/Login error","Access Authentication Failure","85"
"INC3929131","Work Day Support","Service/Process Failure","75"
"INC3929102","Sharepoint Folder Creation support in Local Desktop","Application Function Issue","80"
"INC3928929","ASIA2 ACONEX ACCOUNT FOR ADRIAN ESPIRITU","Access Authentication Failure","70"
"INC3928916","I am not able to reset my Oracle password.","Password Reset","90"
"INC3928909","Returner to Linxon not able to sign in to workday getting error","Access Authentication Failure","60"
"INC3928837","Laptop lost in travel","Hardware","95"
"INC3928765","Query regarding the live captions option in the teams","Application Function Issue","75"
"INC3928670","Computer Failure","Service/Process Failure","85"
"INC3928661","User needs help to map the printer.","Hardware","95"
"INC3928622","no receiving emial from a vendor He seems to be blocked","Network","85"
"INC3928391","Wireless Mouse and Keyboard are not working.","Hardware","90"
"INC3928380","Office printer needs to be added, I lost it","Access Authentication Failure","80"
"INC3928363","Cannot access Oracle","Application Function Issue","75"
"INC3928247","Invalid credentials in concur","Hardware","90"
"INC3928186","Printer-Installation","null","null"
"INC3928128","unable to install SEL acSELerator QuickSet SEL-5030 7.5 from software center","Application Function Issue","95"
"INC3928113","Need a License provider details for the Autodesk Construction Cloud - "704719 Didcot Substation" pro","Access Grant Request","85"
"INC3928079","C: Drive Cleanup Assistance","Hardware","90"
"INC3928064","Unable to connect monitors with Laptop","Hardware","80"
"INC3928053","system perfomance is very slow","Service/Process Failure","85"
"INC3928050","Time Entry Issue","Access Authentication Failure","70"
"INC3927552","Kofax Markview Is not working","Application Function Issue","90"
"INC3927219","Printer access at LPT2 Bengeworth Rd-1st message send on 07/11","Access Authentication Failure","80"
"INC3927161","Error message when open Outlook from OneNote","Application Function Issue","90"
"INC3927112","Plotter printer connection","Hardware","70"
"INC3927110","Updation on Linxon Gulf LLC (19707) new address in all the Interco Ghost projects","Employee Onboarding","85"
"INC3927004","Oracle is not working, new employee","Service/Process Failure","75"
"INC3926980","I’m currently unable to save files in the shared folder. Any updates made are not being saved. Also ","Access Authentication Failure","95"
"INC3926961","KOFAX not working","Application Function Issue","90"
"INC3926828","Account has been locked, can't able to access my laptop","Access Authentication Failure","95"
"INC3926781","zscaler is not working also outlook and teams.","Application Function Issue","85"
"INC3926765","Account disabled:- User is unable to sign in","Access Authentication Failure","95"
"INC3926749","Unable to access the Zscaler","Access Authentication Failure","90"
"INC3926654","TKUP (Sharepoint Issue)","Application Function Issue","80"
"INC3926642","Access/Login issue","Password Reset","85"
"INC3926641","BSOD issue","Application Function Issue","75"
"INC3926600","Autodesk log in issue","Password Reset","90"
"INC3926518","one drive syn issue","Application Function Issue","80"
"INC3925989","Unable to submit a PO request in sharepoint","Application Function Issue","70"
"INC3925840","Authenticator App is not working properly","Password Reset","95"
"INC3925810","OneDrive sync issue","Application Function Issue","85"
"INC3925724","Oracle and PIRS are not working","Application Function Issue","75"
"INC3925684","Laptop log in issue - password error","Hardware","60"
"INC3925602","Server Access Approved, but still also i not get.","Access Authentication Failure","80"
"INC3925540","AUTOCAD Need to be installed","Access Grant Request","70"
"INC3925465","Need to install autocad 2024","Access Grant Request","70"
"INC3925403","I cant log in to workday and learning portal to do some courses","Application Function Issue","90"
"INC3925345","WEB ID not working","Web Security","60"
"INC3925273","I need the latest version of Revit to be able to work with the files.","Access Grant Request","70"
"INC3925003","unable to install Oracle Primavera P6","Application Function Issue","85"
"INC3924874","Admin Email cannot access SharePoint","Access Authentication Failure","85"
"INC3924860","Need Access for Oracle EBS, MarkView, and SAP Bi","Access Grant Request","90"
"INC3924634","cannot log in oracle, i received password and username via mail","Access Authentication Failure","95"
"INC3924542","Oracle PO Setting removed","Access Revoke","90"
"INC3924406","Bentley ProjectWise Explorer CONNECT 10.00.03 (10.00.03.453) - GLOBAL // NETWORK not appearing in So","Network","75"
"INC3924305","Please check-REQ2279304 - User is not able to access the folder.","Access Authentication Failure","80"
"INC3924221","Access/Login issue","Password Reset","95"
"INC3924128","Lagging computer","Access Authentication Failure","85"
"INC3924107","Invoice Download Error in Oracle-Saudi RHQ 19722","Application Function Issue","90"
"INC3924025","Unable to access teams","Access Authentication Failure","80"
"INC3923982","I lost permission to access Teams","Access Authentication Failure","75"
"INC3923925","display extend to multiple monitors are not working","Hardware","85"
"INC3923850","Emails not received","Service/Process Failure","90"
"INC3923779","Password reset/ Account disabled","Access Authentication Failure","85"
"INC3923697","HP Security Controller Problem","Security Violation","85"
"INC3923164","need to set up MFA","Access Grant Request","90"
"INC3923137","Need to transfer authenticator from work phone to personal phone","Access Grant Request","80"
"INC3923100","Unstalled Snipping tool by mistake, need it re-installed","Application Function Issue","95"
"INC3923101","AutoCAD software license keeps timing out","Application Function Issue","90"
"INC3923059","Need to add shared mailbox","Access Grant Request","85"
"INC3922992","Microsoft excel orientation change from right to left","Application Function Issue","80"
"INC3922856","missing printer","Hardware","95"
"INC3922766","MFA has old number, unable to authenticate","Access Authentication Failure","90"
"INC3922733","Could not install Java 62 bit","Application Function Issue","85"
